0,0.01,0.01, 0
1,6.734,1.453, 0
2,2.233,0.01, 0
3,5.53,1.424, 0
4,0.401,0.841, 0
5,3.082,1.644, 0
6,7.608,4.458, 1
7,7.573,3.716, 1
8,7.265,1.268, 1
9,6.898,1.885, 0
10,1.112,2.049, 0
11,5.468,2.606, 0
12,5.989,2.873, 0
13,4.706,2.674, 0
14,4.612,2.035, 0
15,6.347,2.683, 0
16,6.107,0.669, 1
17,7.611,5.184, 1
18,7.462,3.59, 1
19,7.732,4.723, 1
20,5.9,3.561, 0
21,4.483,3.369, 0
22,6.101,1.11, 0
23,5.199,2.182, 0
24,1.633,2.809, 1
25,4.307,2.322, 0
26,0.675,1.006, 0
27,7.555,4.819, 1
28,7.541,3.981, 1
29,3.177,0.756, 0
30,7.352,4.506, 1
31,7.545,2.801, 1
32,3.245,3.305, 1
33,6.426,3.173, 0
34,4.608,1.198, 0
35,0.023,2.216, 0
36,7.248,3.779, 1
37,7.762,4.595, 1
38,7.392,2.244, 1
39,3.484,2.829, 0
40,6.271,2.135, 1
41,4.985,0.14, 0
42,1.916,1.569, 0
43,7.28,4.899, 1
44,7.509,3.239, 1
45,0.01,2.676, 0
46,6.807,2.993, 0
47,5.185,3.258, 0
48,3.023,1.942, 1
