0, 857.5, 585, 0
1, 565, 575, 0
2, 25, 185, 1
3, 345, 750, 1
4, 945, 685, 0
5, 845, 655, 1
6, 880, 660, 0
7, 25, 230, 1
8, 525, 1000, 1
9, 580, 1175, 1
10, 650, 1130, 1
11, 1605, 620, 1
12, 1220, 580, 0
13, 1465, 200, 1
14, 1530, 5, 1
15, 845, 680, 1
16, 725, 370, 0
17, 145, 665, 1
18, 415, 635, 1
19, 510, 875, 1
20, 560, 365, 1
21, 300, 465, 1
22, 520, 585, 0
23, 480, 415, 0
24, 835, 625, 0
25, 975, 580, 1
26, 1215, 245, 1
27, 1320, 315, 1
28, 1250, 400, 0
29, 660, 180, 1
30, 410, 250, 1
31, 420, 555, 1
32, 575, 665, 0
33, 1150, 1160, 1
34, 700, 580, 0
35, 685, 595, 1
36, 685, 610, 0
37, 770, 610, 0
38, 795, 645, 0
39, 720, 635, 0
40, 760, 650, 1
41, 475, 960, 1
42, 95, 260, 1
43, 875, 920, 0
44, 700, 500, 0
45, 555, 815, 1
46, 830, 485, 0
47, 1170, 65, 1
48, 830, 610, 0
49, 605, 625, 0
50, 595, 360, 1
51, 1340, 725, 1
52, 1740, 245, 1
53, 857.5, 585, 0
