0, 2100, 1747, 0
1, 2100, 1850, 1
2, 2100, 3000, 1
3, 2100, 4400, 1
4, 2100, 5550, 1
5, 2100, 6950, 1
6, 2100, 8100, 1
7, 2100, 9500, 1
8, 2100, 10650, 1
9, 2348, 11205, 1
10, 2350, 10050, 1
11, 2348, 8655, 1
12, 2350, 7500, 1
13, 2348, 6105, 1
14, 2350, 4950, 1
15, 2348, 3555, 1
16, 2350, 2400, 1
17, 2625, 11175, 1
18, 2775, 10995, 1
19, 2625, 10025, 1
20, 2634, 9748, 1
21, 2607, 9831, 1
22, 2625, 8625, 1
23, 2775, 8445, 1
24, 2625, 7475, 1
25, 2607, 7281, 1
26, 2634, 7198, 1
27, 2625, 6075, 1
28, 2775, 5895, 1
29, 2625, 4925, 1
30, 2607, 4731, 1
31, 2634, 4648, 1
32, 2625, 3525, 1
33, 2775, 3345, 1
34, 2625, 2375, 1
35, 2634, 2098, 1
36, 2607, 2181, 1
37, 2825, 3025, 1
38, 2825, 5575, 1
39, 2825, 8125, 1
40, 2825, 10675, 1
41, 8349, 10106, 1
42, 8353, 9397, 1
43, 8349, 7556, 1
44, 8353, 6847, 1
45, 8349, 5006, 1
46, 8353, 4297, 1
47, 8349, 2456, 1
48, 8353, 1747, 1
49, 8474, 1777, 1
50, 8576, 1803, 1
51, 8575, 2325, 1
52, 8474, 4327, 1
53, 8576, 4353, 1
54, 8575, 4875, 1
55, 8474, 6877, 1
56, 8576, 6903, 1
57, 8575, 7425, 1
58, 8474, 9427, 1
59, 8576, 9453, 1
60, 8575, 9975, 1
61, 8625, 9875, 1
62, 8675, 9675, 1
63, 8675, 9525, 1
64, 8669, 9450, 1
65, 8625, 7325, 1
66, 8675, 7125, 1
67, 8675, 6975, 1
68, 8669, 6900, 1
69, 8625, 4775, 1
70, 8675, 4575, 1
71, 8675, 4425, 1
72, 8669, 4350, 1
73, 8625, 2225, 1
74, 8675, 1875, 1
75, 8675, 2025, 1
76, 8669, 1800, 1
77, 9250, 1850, 1
78, 9250, 3000, 1
79, 9250, 4400, 1
80, 9250, 5550, 1
81, 9250, 6950, 1
82, 9250, 8100, 1
83, 9250, 9500, 1
84, 9250, 10650, 1
85, 9498, 11205, 1
86, 9500, 10050, 1
87, 9498, 8655, 1
88, 9500, 7500, 1
89, 9498, 6105, 1
90, 9500, 4950, 1
91, 9498, 3555, 1
92, 9500, 2400, 1
93, 9784, 2098, 1
94, 9757, 2181, 1
95, 9775, 2375, 1
96, 9775, 3525, 1
97, 9784, 4648, 1
98, 9757, 4731, 1
99, 9775, 4925, 1
100, 9775, 6075, 1
101, 9784, 7198, 1
102, 9757, 7281, 1
103, 9775, 7475, 1
104, 9775, 8625, 1
105, 9784, 9748, 1
106, 9757, 9831, 1
107, 9775, 10025, 1
108, 9775, 11175, 1
109, 9925, 10995, 1
110, 9975, 10675, 1
111, 9925, 8445, 1
112, 9975, 8125, 1
113, 9925, 5895, 1
114, 9975, 5575, 1
115, 9925, 3345, 1
116, 9975, 3025, 1
117, 15499, 10106, 1
118, 15503, 9397, 1
119, 15499, 7556, 1
120, 15503, 6847, 1
121, 15499, 5006, 1
122, 15503, 4297, 1
123, 15499, 2456, 1
124, 15503, 1747, 1
125, 15624, 1777, 1
126, 15726, 1803, 1
127, 15775, 2225, 1
128, 15725, 2325, 1
129, 15624, 4327, 1
130, 15726, 4353, 1
131, 15775, 4775, 1
132, 15725, 4875, 1
133, 15624, 6877, 1
134, 15726, 6903, 1
135, 15775, 7325, 1
136, 15725, 7425, 1
137, 15624, 9427, 1
138, 15726, 9453, 1
139, 15775, 9875, 1
140, 15725, 9975, 1
141, 15825, 9675, 1
142, 15825, 9525, 1
143, 15819, 9450, 1
144, 15825, 7125, 1
145, 15825, 6975, 1
146, 15819, 6900, 1
147, 15825, 4575, 1
148, 15825, 4425, 1
149, 15819, 4350, 1
150, 15825, 1875, 1
151, 15825, 2025, 1
152, 15819, 1800, 1
153, 2100, 1747, 0
