0, 10, 10, 0
1, 6734, 1453, 1
2, 2233, 10, 1
3, 5530, 1424, 1
4, 401, 841, 1
5, 3082, 1644, 1
6, 7608, 4458, 1
7, 7573, 3716, 1
8, 7265, 1268, 1
9, 6898, 1885, 1
10, 1112, 2049, 1
11, 5468, 2606, 1
12, 5989, 2873, 1
13, 4706, 2674, 1
14, 4612, 2035, 1
15, 6347, 2683, 1
16, 6107, 669, 1
17, 7611, 5184, 1
18, 7462, 3590, 1
19, 7732, 4723, 1
20, 5900, 3561, 1
21, 4483, 3369, 1
22, 6101, 1110, 1
23, 5199, 2182, 1
24, 1633, 2809, 1
25, 4307, 2322, 1
26, 675, 1006, 1
27, 7555, 4819, 1
28, 7541, 3981, 1
29, 3177, 756, 1
30, 7352, 4506, 1
31, 7545, 2801, 1
32, 3245, 3305, 1
33, 6426, 3173, 1
34, 4608, 1198, 1
35, 23, 2216, 1
36, 7248, 3779, 1
37, 7762, 4595, 1
38, 7392, 2244, 1
39, 3484, 2829, 1
40, 6271, 2135, 1
41, 4985, 140, 1
42, 1916, 1569, 1
43, 7280, 4899, 1
44, 7509, 3239, 1
45, 10, 2676, 1
46, 6807, 2993, 1
47, 5185, 3258, 1
48, 3023, 1942, 1
49, 10, 10, 0
