0, 32.5, 37, 0
1, 41, 49, 1
2, 35, 17, 0
3, 55, 45, 1
4, 55, 20, 0
5, 15, 30, 1
6, 25, 30, 0
7, 20, 50, 1
8, 10, 43, 1
9, 55, 60, 1
10, 30, 60, 1
11, 20, 65, 1
12, 50, 35, 0
13, 30, 25, 0
14, 15, 10, 0
15, 30, 5, 1
16, 10, 20, 0
17, 5, 30, 1
18, 20, 40, 0
19, 15, 60, 1
20, 45, 65, 1
21, 45, 20, 0
22, 45, 10, 0
23, 55, 5, 0
24, 65, 35, 1
25, 65, 20, 1
26, 45, 30, 0
27, 35, 40, 0
28, 41, 37, 0
29, 64, 42, 1
30, 40, 60, 1
31, 31, 52, 1
32, 35, 69, 1
33, 53, 52, 1
34, 65, 55, 1
35, 63, 65, 1
36, 2, 60, 1
37, 20, 20, 0
38, 5, 5, 1
39, 60, 12, 1
40, 40, 25, 1
41, 42, 7, 0
42, 24, 12, 0
43, 23, 3, 0
44, 11, 14, 0
45, 6, 38, 1
46, 2, 48, 1
47, 8, 56, 1
48, 13, 52, 1
49, 6, 68, 1
50, 47, 47, 1
51, 49, 58, 1
52, 27, 43, 1
53, 37, 31, 0
54, 57, 29, 1
55, 63, 23, 1
56, 53, 12, 0
57, 32, 12, 0
58, 36, 26, 0
59, 21, 24, 0
60, 17, 34, 1
61, 12, 24, 0
62, 24, 58, 1
63, 27, 69, 1
64, 15, 77, 1
65, 62, 77, 1
66, 49, 73, 1
67, 67, 5, 1
68, 56, 39, 1
69, 37, 47, 1
70, 37, 56, 1
71, 57, 68, 1
72, 47, 16, 0
73, 44, 17, 0
74, 46, 13, 0
75, 49, 11, 1
76, 49, 42, 1
77, 53, 43, 1
78, 61, 52, 1
79, 57, 48, 1
80, 56, 37, 1
81, 55, 54, 1
82, 15, 47, 1
83, 14, 37, 1
84, 11, 31, 0
85, 16, 22, 1
86, 4, 18, 1
87, 28, 18, 0
88, 26, 52, 1
89, 26, 35, 0
90, 31, 67, 1
91, 15, 19, 0
92, 22, 22, 0
93, 18, 24, 0
94, 26, 27, 0
95, 25, 24, 1
96, 22, 27, 0
97, 25, 21, 0
98, 19, 21, 0
99, 20, 26, 0
100, 18, 18, 1
101, 35, 35, 0
