0,8.575,5.85, 0
1,5.65,5.75, 0
2,0.25,1.85, 1
3,3.45,7.5, 1
4,9.45,6.85, 0
5,8.45,6.55, 1
6,8.8,6.6, 0
7,0.25,2.3, 1
8,5.25,10.0, 1
9,5.8,11.75, 1
10,6.5,11.3, 1
11,16.05,6.2, 1
12,12.2,5.8, 0
13,14.65,2.0, 1
14,15.3,0.05, 1
15,8.45,6.8, 1
16,7.25,3.7, 0
17,1.45,6.65, 1
18,4.15,6.35, 1
19,5.1,8.75, 1
20,5.6,3.65, 1
21,3.0,4.65, 1
22,5.2,5.85, 0
23,4.8,4.15, 0
24,8.35,6.25, 0
25,9.75,5.8, 1
26,12.15,2.45, 1
27,13.2,3.15, 1
28,12.5,4.0, 0
29,6.6,1.8, 1
30,4.1,2.5, 1
31,4.2,5.55, 1
32,5.75,6.65, 0
33,11.5,11.6, 1
34,7.0,5.8, 0
35,6.85,5.95, 1
36,6.85,6.1, 0
37,7.7,6.1, 0
38,7.95,6.45, 0
39,7.2,6.35, 0
40,7.6,6.5, 1
41,4.75,9.6, 1
42,0.95,2.6, 1
43,8.75,9.2, 0
44,7.0,5.0, 0
45,5.55,8.15, 1
46,8.3,4.85, 0
47,11.7,0.65, 1
48,8.3,6.1, 0
49,6.05,6.25, 0
50,5.95,3.6, 1
51,13.4,7.25, 1
52,17.4,2.45, 1
