0,6.8625,4.729, 0
1,2.1,1.85, 1
2,2.1,3.0, 1
3,2.1,4.4, 1
4,2.1,5.55, 1
5,2.1,6.95, 1
6,2.1,8.1, 1
7,2.1,9.5, 1
8,2.1,10.65, 1
9,2.348,11.205, 1
10,2.35,10.05, 1
11,2.348,8.655, 1
12,2.35,7.5, 1
13,2.348,6.105, 1
14,2.35,4.95, 1
15,2.348,3.555, 1
16,2.35,2.4, 1
17,2.625,11.175, 1
18,2.775,10.995, 1
19,2.625,10.025, 1
20,2.634,9.748, 1
21,2.607,9.831, 1
22,2.625,8.625, 1
23,2.775,8.445, 1
24,2.625,7.475, 1
25,2.607,7.281, 1
26,2.634,7.198, 1
27,2.625,6.075, 1
28,2.775,5.895, 1
29,2.625,4.925, 1
30,2.607,4.731, 1
31,2.634,4.648, 1
32,2.625,3.525, 1
33,2.775,3.345, 1
34,2.625,2.375, 1
35,2.634,2.098, 1
36,2.607,2.181, 1
37,2.825,3.025, 1
38,2.825,5.575, 1
39,2.825,8.125, 1
40,2.825,10.675, 1
41,8.349,10.106, 1
42,8.353,9.397, 1
43,8.349,7.556, 1
44,8.353,6.847, 1
45,8.349,5.006, 1
46,8.353,4.297, 1
47,8.349,2.456, 1
48,8.353,1.747, 1
49,8.474,1.777, 1
50,8.576,1.803, 1
51,8.575,2.325, 1
52,8.474,4.327, 1
53,8.576,4.353, 1
54,8.575,4.875, 1
55,8.474,6.877, 1
56,8.576,6.903, 1
57,8.575,7.425, 1
58,8.474,9.427, 1
59,8.576,9.453, 1
60,8.575,9.975, 1
61,8.625,9.875, 1
62,8.675,9.675, 1
63,8.675,9.525, 1
64,8.669,9.45, 1
65,8.625,7.325, 1
66,8.675,7.125, 1
67,8.675,6.975, 1
68,8.669,6.9, 1
69,8.625,4.775, 1
70,8.675,4.575, 1
71,8.675,4.425, 1
72,8.669,4.35, 1
73,8.625,2.225, 1
74,8.675,1.875, 1
75,8.675,2.025, 1
76,8.669,1.8, 1
77,9.25,1.85, 1
78,9.25,3.0, 1
79,9.25,4.4, 1
80,9.25,5.55, 1
81,9.25,6.95, 1
82,9.25,8.1, 1
83,9.25,9.5, 1
84,9.25,10.65, 1
85,9.498,11.205, 1
86,9.5,10.05, 1
87,9.498,8.655, 1
88,9.5,7.5, 1
89,9.498,6.105, 1
90,9.5,4.95, 1
91,9.498,3.555, 1
92,9.5,2.4, 1
93,9.784,2.098, 1
94,9.757,2.181, 1
95,9.775,2.375, 1
96,9.775,3.525, 1
97,9.784,4.648, 1
98,9.757,4.731, 1
99,9.775,4.925, 1
100,9.775,6.075, 1
101,9.784,7.198, 1
102,9.757,7.281, 1
103,9.775,7.475, 1
104,9.775,8.625, 1
105,9.784,9.748, 1
106,9.757,9.831, 1
107,9.775,10.025, 1
108,9.775,11.175, 1
109,9.925,10.995, 1
110,9.975,10.675, 1
111,9.925,8.445, 1
112,9.975,8.125, 1
113,9.925,5.895, 1
114,9.975,5.575, 1
115,9.925,3.345, 1
116,9.975,3.025, 1
117,15.499,10.106, 1
118,15.503,9.397, 1
119,15.499,7.556, 1
120,15.503,6.847, 1
121,15.499,5.006, 1
122,15.503,4.297, 1
123,15.499,2.456, 1
124,15.503,1.747, 1
125,15.624,1.777, 1
126,15.726,1.803, 1
127,15.775,2.225, 1
128,15.725,2.325, 1
129,15.624,4.327, 1
130,15.726,4.353, 1
131,15.775,4.775, 1
132,15.725,4.875, 1
133,15.624,6.877, 1
134,15.726,6.903, 1
135,15.775,7.325, 1
136,15.725,7.425, 1
137,15.624,9.427, 1
138,15.726,9.453, 1
139,15.775,9.875, 1
140,15.725,9.975, 1
141,15.825,9.675, 1
142,15.825,9.525, 1
143,15.819,9.45, 1
144,15.825,7.125, 1
145,15.825,6.975, 1
146,15.819,6.9, 1
147,15.825,4.575, 1
148,15.825,4.425, 1
149,15.819,4.35, 1
150,15.825,1.875, 1
151,15.825,2.025, 1
152,15.819,1.8, 1
