0,7.55,12.3, 0
1,0.8,12.4, 1
2,12.5,8.0, 1
3,9.7,7.4, 1
4,6.9,9.6, 1
5,10.6,4.6, 0
6,4.9,5.7, 0
7,8.0,12.5, 1
8,4.2,9.3, 1
9,10.4,9.4, 1
10,3.5,1.7, 0
11,11.8,9.6, 1
12,15.1,2.2, 1
13,15.4,18.2, 1
14,5.7,16.5, 1
15,1.8,15.9, 1
16,2.7,12.3, 1
17,9.6,17.0, 1
18,6.3,19.8, 1
19,5.9,21.1, 1
20,8.8,18.2, 1
21,14.2,7.2, 1
22,4.8,19.0, 1
23,10.6,10.6, 1
24,2.8,10.2, 1
25,6.3,22.4, 1
26,5.8,9.3, 1
27,10.3,5.6, 0
28,3.8,14.9, 1
29,2.3,13.8, 1
30,2.2,14.6, 1
31,3.2,20.8, 1
32,2.7,14.4, 1
33,7.5,25.8, 1
34,5.9,10.1, 1
35,4.1,3.2, 0
36,5.3,4.6, 1
37,7.6,1.9, 0
38,7.9,11.5, 1
39,10.9,1.3, 0
40,5.9,11.8, 1
41,8.4,14.7, 1
42,9.5,16.0, 1
43,8.7,21.3, 1
44,7.3,16.6, 1
45,4.3,15.3, 1
46,8.1,17.5, 1
47,5.9,7.7, 1
48,7.0,6.8, 1
49,10.6,16.9, 1
50,8.6,16.8, 1
51,12.7,10.9, 1
52,6.8,24.3, 1
53,11.6,5.7, 0
54,3.9,7.8, 1
55,5.4,6.5, 0
56,7.7,14.1, 1
57,9.5,2.4, 0
58,8.9,23.8, 1
59,0.9,15.8, 1
60,3.9,10.9, 1
61,2.5,12.9, 1
62,6.9,2.0, 0
63,10.4,3.4, 0
64,13.2,5.1, 1
65,9.8,20.7, 1
66,3.7,20.3, 1
67,8.0,1.6, 0
68,10.3,22.4, 1
69,9.4,20.2, 1
70,4.9,9.6, 1
71,5.5,8.0, 1
72,6.2,12.3, 1
73,9.1,3.1, 0
74,5.1,14.2, 1
75,6.4,17.2, 1
76,1.4,13.8, 1
77,12.0,3.7, 0
78,3.8,16.0, 1
79,8.6,23.0, 1
80,9.6,5.9, 1
81,3.3,17.7, 1
82,10.8,7.8, 1
83,9.3,1.2, 0
84,4.3,4.7, 1
85,5.2,20.0, 1
86,4.8,17.1, 1
87,6.2,15.3, 1
88,15.9,5.3, 1
89,6.0,6.0, 0
90,3.6,7.3, 1
91,11.1,24.3, 1
92,3.1,15.0, 1
93,13.0,6.7, 1
94,3.6,17.2, 1
95,13.2,2.8, 0
96,2.9,7.3, 1
97,15.0,2.8, 1
98,8.9,16.6, 1
99,5.8,2.1, 0
100,7.8,24.4, 1
101,8.2,5.8, 0
102,8.1,6.8, 0
103,9.2,9.8, 1
104,5.6,3.3, 1
105,4.7,12.6, 1
106,7.0,3.4, 0
107,7.8,19.5, 1
108,7.7,21.5, 1
109,14.0,6.2, 1
110,7.0,5.7, 0
111,1.6,8.9, 1
112,6.6,5.0, 1
113,9.8,19.4, 1
114,8.7,4.5, 0
115,13.2,8.7, 1
116,5.2,9.9, 1
117,5.0,21.2, 1
118,10.3,17.6, 1
119,8.4,9.1, 1
120,3.1,14.0, 1
